评价,评论类型,情感得分,置信度
鸡胸的味道挺不错的快递物流也挺快的，整体来说非常的满意，价格也不算贵，还是很不错的，以后有需要的话还是会选择继续购买的，买点当小零食吃,正面,0.7783398296750793,0.7783398296750793
日期都是5，6月份的，保质期6个月，价格实惠。,负面,0.3352253955468146,0.6647746044531855
包装有待改进，本来还以为有个箱子装，结果直接就拿个快递袋装着，拆开后赶紧换个干净的袋子装了……饿的时候拿来充饥，当零食也不错，可以试下！,负面,0.20380924620689053,0.7961907537931094
味道还行，日期比较新鲜，有机会会回购。,中性,0.4574579999266719,0.9574579999266719
买了好几次了，减肥减脂必备，日期新鲜,正面,0.6616569638113523,0.6616569638113523
不错，回购了,正面,0.73847565169543,0.73847565169543
味道还不错，口味不是很重，不材～可以当零食吃,正面,0.6316552154563674,0.6316552154563674
还可以 就是包装不太好,中性,0.45500814764097725,0.9550081476409773
这是第二次购买了，个人感觉黑胡椒的比较好吃，这次的奥尔良味的有点小问题，但客服很积极解决，好评,负面,0.34923897269279797,0.650761027307202
报吃，那个味道呢跟传统的奥尔良的味道还是有些区别的。确实吃了不会引起食欲，可能适合减肥吧。,正面,0.6546009497682921,0.6546009497682921
商家回复：主人，感谢您选择松鼠家的美味零食，您的建议和反馈是松鼠家不断进步的动力，松鼠也会综合考虑主人的需求和建议，努力为主人带去更多美味，也希望主人后续能继续支持松鼠~,中性,0.5851809395336833,0.9148190604663167
更多,中性,0.5980997177798684,0.9019002822201316
科技味儿太重了！买来是我减肥吃的，孩子老公都吃了说味道带酸味，还有汽油味，果断放弃换了别家了，果然没有对比就没有伤害，现在看来不一定牌子的就好！,正面,0.6473600288106992,0.6473600288106992
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
口味很好，包装不错，休闲抗饿小零食，日期新鲜,正面,0.7039309795559372,0.7039309795559372
三只松鼠的东西还是不错的、质量有保证、包装很好、很满意的购物,正面,0.895,0.895
好吃 肉可以 干干净净 两个味都很好吃 已经买了两次了,正面,0.8522136305057115,0.8522136305057115
口感好，不干吧，减脂期绝佳食品，下次还回购,中性,0.4740518071883698,0.9740518071883698
味道挺好，不干不柴，适合减脂期吃,中性,0.5323051083307511,0.9676948916692489
好吃得很，一点都不柴，非常合适减脂期间来吃，我觉得不错,正面,0.7837970733868409,0.7837970733868409
吃着有点细沙的感觉，不知道鸡肉有没有洗干净,中性,0.40654985786456094,0.906549857864561
商家回复：主人，非常抱歉影响到您的购物体验，请您放心，您反馈的问题，都可以联系在线客服或拨打400-800-4900松鼠热线为您核实处理，松鼠家有非常健全的售后保障，一定妥善为您解决。,负面,0.23102433069598047,0.7689756693040195
更多,中性,0.5980997177798684,0.9019002822201316
口感不错但是太咸了，齁得慌，建议更改配方，把盐用量减少一半,负面,0.21334315597718145,0.7866568440228185
商家回复：主人，感谢您选择松鼠家的美味零食，您的建议和反馈是松鼠家不断进步的动力，松鼠也会综合考虑主人的需求和建议，努力为主人带去更多美味，也希望主人后续能继续支持松鼠~,中性,0.5851809395336833,0.9148190604663167
更多,中性,0.5980997177798684,0.9019002822201316
味道可以，不太柴，也不辣，价钱实惠，低卡低脂低碳水高蛋白，很满意。,中性,0.5911812509837431,0.9088187490162569
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
当天追评：这款三只松鼠的高蛋白鸡胸肉系列真是让人欲罢不能！💖 每次尝一口都感觉自己在享受一场美食盛宴🍽️。不管是奥尔良味还是黑椒味，每一口都能体验到满满的高蛋白含量✨，健康又美味。特别适合那些想要控制体重的小伙伴们🏃‍♀️，既可以满足食欲又不担心长胖。强烈推荐给大家试试看👍！快来感受一下吧😊！,正面,0.6879487421309841,0.6879487421309841
口感味道：美味 新鲜度：还可以 商品分量：份量很足 保质期：新日期,正面,0.8843454082839364,0.8843454082839364
好吃，里面有一块快小的晶体，不知道是什么。基本每包都有。,负面,0.26068549609803976,0.7393145039019602
孩子喜欢吃，味道好，煎熟即可,正面,0.7379264345184084,0.7379264345184084
收到货了，有点咸，其他都ok！,负面,0.284184877030031,0.715815122969969
先买了几袋尝尝，还不错吃完继续回购,正面,0.7595721388773771,0.7595721388773771
这款鸡肉干选用上等鸡肉，制作工艺精湛，味道鲜美，强烈推荐！,正面,0.7762838173853629,0.7762838173853629
好吃已经回购三次了 肉也很好没有坏的 好评,负面,0.14386627471568256,0.8561337252843174
两种口味都好吃，鸡肉嫩，一袋50g。日常零食或者代餐都可以。,正面,0.7056108689532731,0.7056108689532731
不好吃，有点苦，就是苦味太重其他都行,负面,0.22613157672149864,0.7738684232785014
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
好吃，第一次买，别人推荐的！！不错！！,正面,0.6192101157931775,0.6192101157931775
看着还不错，明天带去上班吃,中性,0.46627306036615207,0.966273060366152
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
当天追评：这款商品看起来还不错，价格也挺划算🍗🍖。不过，还是要谨慎选择，避免买到质量不佳的产品哦！📦,正面,0.7165936512229334,0.7165936512229334
味道不错 坚持一段时间,正面,0.8929834989482325,0.8929834989482325
吃着一般，比想象中的小了一点,正面,0.6104485804687096,0.6104485804687096
商家回复：主人，感谢您选择松鼠家的美味零食，您的建议和反馈是松鼠家不断进步的动力，松鼠也会综合考虑主人的需求和建议，努力为主人带去更多美味，也希望主人后续能继续支持松鼠~,中性,0.5851809395336833,0.9148190604663167
更多,中性,0.5980997177798684,0.9019002822201316
这个商品真的是太赞了。包装得很好，快递又快。现在网购的东西质量越来越好，已经多次购买了。好吃,正面,0.6354995160919802,0.6354995160919802
奥尔良味的感觉有点扎嘴 黑椒味的还可以 还是比较适合抑制食欲的 算了一下一包才50大卡左右,中性,0.4536214241761435,0.9536214241761435
味道还可以，减肥用。 中餐吃一袋,中性,0.5274011306798132,0.9725988693201868
拿去学校做义卖活动上卖，剩下2包留起来自己拿回家吃，吃起来很有嚼劲，味道不错。,正面,0.6522887049243541,0.6522887049243541
三只松鼠是国内大品牌值得信赖！！！,正面,0.6929084739950079,0.6929084739950079
吃起来感觉还可以，毕竟算是品牌鸡胸肉，稍微多花点钱吃着安心，吃杂牌鸡胸肉总是担心有问题,中性,0.49515424862914464,0.9951542486291447
减脂吃正好，味道不错，很满意。,正面,0.8870580585216219,0.8870580585216219
好吃，也不柴。味道也可以……值得购买,正面,0.7903218357577664,0.7903218357577664
味道好，肉不柴，来不及准备正餐时来上两袋，补充蛋白质,负面,0.23533776614428886,0.7646622338557112
三只松鼠高蛋白鸡胸肉，简直是健康零食的最佳选择！🍖 口感和味道一级棒，解馋超方便。高蛋白含量能满足健身需求，加上低脂肪的设计更是减肥党的福音。推荐购买！💪✨就是物流太烂，中国邮政兼简直了，倒闭算球,中性,0.5099601860329646,0.9900398139670354
服务态度超好，东西也好吃！,正面,0.6914437529460308,0.6914437529460308
很好吃，肉块很大，不柴，还会回购,中性,0.5233206523121077,0.9766793476878923
小包装携带方便，口感还行。,正面,0.7681033765065228,0.7681033765065228
味道有点淡，而且有那种颗粒状的腌料，吃起来沙沙的，相较于某味的，还是差了点，但是价钱比某味便宜了很多。😂,负面,0.2710149775463191,0.7289850224536809
吃过后推荐买黑椒口味的，个人不喜欢奥尔良口味的，味道不是很好而且不知道为什么腥味较重；黑椒口味的不错，只要不仔细闻就闻不出腥味，整体肉质细嫩，已经做的很不错了,中性,0.5892935064844941,0.9107064935155059
好吃不贵，高蛋白，减脂棒棒哒，好评！！！,中性,0.4227547876504268,0.9227547876504267
第四次购买了、一如既往的好,正面,0.8901191606948757,0.8901191606948757
很好吃，多次回购。好评！,中性,0.47227489296272784,0.9722748929627278
很大一盒，分量很重，物流也快，好评！,正面,0.6720739111984463,0.6720739111984463
好吃还会再回购的，谢谢！,正面,0.6154678515669484,0.6154678515669484
包装简单了吧，一层快递袋子,中性,0.3621696326547576,0.8621696326547577
商家回复：主人，首先非常感谢您选择松鼠家这款美食。抱歉本次购物没能让您满意，关于您反馈包装箱的情况，小松鼠也会反馈至松鼠大森林进行优化改善，争取将更好更美味的零食带给主人呦，期待主人下次光临哟~,中性,0.5538778492455372,0.9461221507544628
更多,中性,0.5980997177798684,0.9019002822201316
这款产品的分量非常足，超出了我的预期，看起来十分实惠。,正面,0.7724114215886564,0.7724114215886564
真是省成本啊，就是快递袋 装着28个独立小包装过来的,负面,0.18453128919912887,0.8154687108008711
好吃，没有腥味,中性,0.5910527396790749,0.9089472603209251
优良的品质，扎实的质量，让这款商品成为了我的心头好。,正面,0.8787888118559215,0.8787888118559215
好吃，是整块鸡胸肉，吃起来味道不错,正面,0.6766288449785628,0.6766288449785628
真的很好吃，饿了来一包，省时省力，挺美味的。,正面,0.7895369228801299,0.7895369228801299
口感味道：味道不错，适合当减脂餐,正面,0.8130052446421998,0.8130052446421998
口感味道：有点咸 新鲜度：日期是5月中旬 商品分量：比较足 保质期：6个月,负面,0.20409810943961687,0.7959018905603832
鸡胸脯肉收到，好吃，还会再来。,中性,0.5223432326272895,0.9776567673727105
商家服务很好！发货快！质量可以！,中性,0.5414705981315504,0.9585294018684496
空口吃口感略咸，下饭没毛病。感觉是低温煮所以纤维都消失了,负面,0.2588447073703661,0.7411552926296339
还可以吧……还行吧……还行吧……,正面,0.8685368832878079,0.8685368832878079
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
20天后追评：🥗三只松鼠高蛋白鸡胸肉，混合口味，奥尔良&黑椒双重享受！每包仅需5.9元，低脂美味，健身优选。买一送一，超值又实惠！,中性,0.5296448428041738,0.9703551571958262
大品牌值得信赖，肉多汁嫩不柴，好吃不贵，已第二次购买,正面,0.7256476829192624,0.7256476829192624
喜欢奥尔良口味，鸡肉不柴。,正面,0.8577668686291888,0.8577668686291888
买鸡胸肉就是为了减肥，试试吧。,正面,0.8108289881615103,0.8108289881615103
日期新！口感好！,正面,0.6966639418134344,0.6966639418134344
吃了一包，味道还不错，比 光合力量 的好吃多了,正面,0.795211716824296,0.795211716824296
这个东西很好用完全符合我的需求,正面,0.8771453061817032,0.8771453061817032
还可以，就是面包店卖的三明治里的鸡肉的味道，可能热了更好吃。,正面,0.7805037583496595,0.7805037583496595
物流快品类丰富，客服也超级给力，好评,负面,0.2673535583519502,0.7326464416480498
挺好吃的，特别不错的减脂餐,正面,0.8884048325064411,0.8884048325064411
当早饭吃挺好吃的，补充蛋白质,负面,0.3431880151152893,0.6568119848847107
口感味道：好吃 商品分量：足 鼠满足 客服服务好,中性,0.3998644143791988,0.8998644143791987
不会很干，可以的,中性,0.3561950839759259,0.8561950839759259
第二次购买了，还喜欢吃，很美味，推荐给身边人,正面,0.7686659533839011,0.7686659533839011
好吃，肉很足。就是个人觉得当零食的话有点咸，下饭倒是刚好,正面,0.6985772919196567,0.6985772919196567
不错~味道还可以~,正面,0.8710899223571444,0.8710899223571444
好吃，也比较抵饿，就是黑胡椒的有点咸，真的有点咸,中性,0.5439256880248641,0.9560743119751359
卖家多给了一包，谢谢！,中性,0.5145405410192466,0.9854594589807534
非常的棒。,正面,0.8179999999999998,0.8179999999999998
很好吃，开袋即食，适合进场的时候来一包,正面,0.6438547955933248,0.6438547955933248
很好吃，数量拍的少了，吃完继续拍,中性,0.3917617631472148,0.8917617631472148
一包特别大一块肉啊 味道也很好吃 买来带去音乐节吃的,正面,0.8753710313875446,0.8753710313875446
玉米饼，鸡肉肠，鸡腿都很好吃😋,正面,0.6386882993470819,0.6386882993470819
发货快，还没吃,中性,0.5371434489805663,0.9628565510194337
味道很淡，再重点味道合适,中性,0.5652184705408239,0.9347815294591761
商家回复：主人，感谢您选择松鼠家的美味零食，您的建议和反馈是松鼠家不断进步的动力，松鼠也会综合考虑主人的需求和建议，努力为主人带去更多美味，也希望主人后续能继续支持松鼠~,中性,0.5851809395336833,0.9148190604663167
更多,中性,0.5980997177798684,0.9019002822201316
味道很淡，味道再重点我觉得合适,中性,0.5652184705408239,0.9347815294591761
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
我儿吃了一个奥尔良，说挺好吃。我吃了一个黑胡椒，我觉得挺好吃，微微辣，很好吃,正面,0.7800869384649642,0.7800869384649642
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
1天后追评：太好吃了，太香了，继续回购！,负面,0.25494273861831795,0.745057261381682
吃着还可以，复购了,中性,0.5282341313279388,0.9717658686720612
只开了黑椒的味道还不错,正面,0.8930844727699545,0.8930844727699545
味道还行，肉质不太好，看个人喜好,正面,0.6064892224926068,0.6064892224926068
黑椒的味道好一点，加热以后吃更好吃。我家猫也爱吃😂😂,正面,0.7374306441482279,0.7374306441482279
很好吃，量也挺足，饱腹感很强，推荐,正面,0.7851970020469029,0.7851970020469029
特别香甜软糯，个头还大，非常美味！,中性,0.5854618009175252,0.9145381990824748
好吃多次购买,正面,0.7315671746651579,0.7315671746651579
客服鼠慕西回复迅速，解答耐心细致，客服态度超好，问题处理及时又靠谱！专业又热情，帮我解决难题，必须点赞！ 三只松鼠的蛋糕鸡胸肉组合真的鸡胸肉高蛋白低脂肪，搭配松软蛋糕，解馋无负担，当作下午茶或者健身后的加餐都很合适。 包装设计很贴心，独立小包装，干净卫生，携带方便，随时随地都能享受美味。无论是上班、上学还是外出游玩，随手拿一包，轻松解决饥饿。,中性,0.5987412176485903,0.9012587823514097
吃过多种鸡胸肉，最后感觉味道最好的就是这款鸡胸肉了。,正面,0.8098695185842129,0.8098695185842129
出了点小乌龙，客服鼠绵杨服务态度相当好，点个赞👍🏻,正面,0.8191418915809727,0.8191418915809727
快递口袋包装的，口味还可以,正面,0.624150549397958,0.624150549397958
添加剂味道浓厚,正面,0.8643073686736777,0.8643073686736777
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
感觉比以前的小包了很多,正面,0.6017720302321364,0.6017720302321364
商家回复：主人，感谢您选择松鼠家的零食，本次没有达到主人的预期实在是很抱歉哒，后续会重视您的反馈积极改善，给您带去更具性价比的零食，您有任何宝贵意见也都可联系在线客服或拨打400-800-4900进行反馈哟。,负面,0.2173922344287742,0.7826077655712258
更多,中性,0.5980997177798684,0.9019002822201316
好吃好吃，必须回购,中性,0.4177677146712183,0.9177677146712183
可以，减脂塑身经济实惠的选择,正面,0.7378577231305867,0.7378577231305867
很不错，减脂的时候一直吃这个，可以的,正面,0.7229274204455258,0.7229274204455258
好吃的，就是吃多了稍微有点咸,中性,0.39662931418056335,0.8966293141805634
到家就吃了一个奥尔良口味的，还挺好吃的,正面,0.8020736351070252,0.8020736351070252
比我家猫吃的还便宜。味道不错,正面,0.8654572294585177,0.8654572294585177
味道不错，量也不少。,正面,0.7253922404631304,0.7253922404631304
奥尔良好吃，黑椒的汁有点酸（没变质哦）不过肉很嫩,中性,0.443360355936493,0.9433603559364929
发货迅速，味道很不错,正面,0.7544054668949884,0.7544054668949884
比之前咸好多噢,正面,0.821900066415336,0.821900066415336
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
朋友推荐的，东西还可以，但是包装太拉胯,正面,0.616022658468191,0.616022658468191
这款商品的质量真的很棒，性价比超高，我已经推荐给我的朋友们了。淡淡的黑胡椒。建议泡在螺蛳粉里吃,正面,0.735630802286953,0.735630802286953
不亏为品牌，好吃，用完后继续回购。,中性,0.5001476886102272,0.9998523113897728
超级好吃，没有热量负担，全家早餐的好搭子。松鼠家客服超级好，知道我们全家早餐都在等松鼠家肉肉，提前给安排发货了，谢谢啦,正面,0.722219235179843,0.722219235179843
遇到一些问题，但是客服很给力，表扬【鼠晓婉】,中性,0.500887226057113,0.999112773942887
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
1天后追评：味道可以，但不知肉质怎样？,负面,0.163947168272211,0.836052831727789
还行，有点咸，没辣味，,中性,0.37893293861661753,0.8789329386166176
味道不错 就是包装有点一般,正面,0.8295217068921013,0.8295217068921013
Nice，nice可以回购。,中性,0.42346398531510243,0.9234639853151024
太香了，个人觉得奥尔良口味更好吃,正面,0.7304429281685367,0.7304429281685367
好吃 多次购买,正面,0.7315671746651579,0.7315671746651579
买给我爱人的，他说好吃，开心^_^,正面,0.774748243047009,0.774748243047009
还行。不好吃也不难吃。中规中矩,正面,0.6176875888905358,0.6176875888905358
一直在回购，继续给好评！,负面,0.3499344821610767,0.6500655178389233
好吃，饱腹感强，吃多也不怕胖😁,正面,0.6638684942785955,0.6638684942785955
不错~经济实惠~减脂必备,正面,0.895,0.895
味道就那样，不过我不怎么爱吃,中性,0.5037522369096571,0.9962477630903429
商家回复：主人，感谢您选择松鼠家的美味零食，您的建议和反馈是松鼠家不断进步的动力，松鼠也会综合考虑主人的需求和建议，努力为主人带去更多美味，也希望主人后续能继续支持松鼠~,中性,0.5851809395336833,0.9148190604663167
更多,中性,0.5980997177798684,0.9019002822201316
给孩子上学带的还可以孩子说味道可以,正面,0.8854097875910601,0.8854097875910601
收到了，还没吃呢，好吃的话会回购,中性,0.36977965881253017,0.8697796588125302
味道还可以，偶尔吃可以,中性,0.5704102664108892,0.9295897335891108
三只松鼠的，味道不错，只是应该用个袋子装一下。包装实在简陋，唉。,中性,0.3624991161156838,0.8624991161156839
买来试吃的，孩子很喜欢吃，口味好！,正面,0.8190473240836023,0.8190473240836023
在同事那里吃过，觉得很好吃，就下单了。,中性,0.5527576069210871,0.9472423930789129
此用户没有填写评价。,负面,0.17591049606621786,0.8240895039337821
20天后追评：味道很好，物有所值，下次还会来购买的,正面,0.779720094938094,0.779720094938094
很好吃，大小也合适，饿时吃一袋正好,正面,0.746913999825295,0.746913999825295
黑椒味道不错 奥尔良味道和没熟一样,正面,0.8795051543716195,0.8795051543716195
商家回复：主人，您此次反馈的问题，小松鼠会认真记录下来，积极优化和改善，为主人带去优质美味的零食，购物期间有任何问题您都是可以联系松鼠家在线客服或拨打松鼠家热线400-800-4900为主人解决问题，也祝您天天开心。,负面,0.2889588637894985,0.7110411362105016
更多,中性,0.5980997177798684,0.9019002822201316
